ConversationID,TopicDescription
C_2424,夏东海说假话说自己摆平了对方
C_2425,家里人在夏东海的假话面前统统对夏东海表示敬佩
C_2426,刘星与小雨对小雪炫耀爸爸夏东海的行为
C_2427,小雪告诉刘星与小雨事实真相
C_2428,小雨教导刘星与小雨以后不要在外面惹事
C_2429,小雪表示自己为了不让老爸摔跟头要弃文学武
C_2430,刘梅回家发现三个孩子在家里开成了武馆
C_2431,刘星对刘梅表示自己为了不让老爸摔跟头要练功夫
C_2432,刘星要求少林寺并表示迫不得已
C_2433,刘梅得知真相后询问夏东海，夏东海承认
C_2434,刘梅询问夏东海被推翻后夏东海怎么处理
C_2435,三人发现夏东海被轰出后询问夏东海怎么回事
C_2436,夏东海不想让刘梅在孩子面前说那么严重
C_2437,夏东海向孩子们讲道理自己并不软弱，刘梅拆台
C_2438,胡一统找上门要刘星说出事情的原委
C_2439,胡一统找刘梅责问刘星受伤为何坐视不管
C_2440,夏雪和夏雨讲述夏东海被人推了个大跟头
C_2441,夏东海找人理论狼狈而归被嘲笑
C_2442,胡一统继夏东海挫败后想要风云再起会见大牛
C_2443,夏雨夏雪夸赞胡一统被刘梅反驳
C_2444,夏雪夏雨对比夏东海与胡一统谁勇敢
C_2445,刘星向胡一统发表个人意见
C_2446,夏雪和夏雨谈论刘星爸爸找牛牛舅舅理论的事
C_2447,夏雨给刘星爸爸起爱称为星爸
C_2448,刘星爸爸在刘梅和三个孩子面前耍威风
C_2449,刘梅责问夏东海为何不正当防卫
C_2450,夏雪和夏雨谈论父亲节送爸爸的礼物
C_2451,夏雨积蓄不够打算亲自做一顶帽子送给爸爸作为父亲节礼物
C_2452,老师不在教室的情况下刘星煽动班里同学不上课出去玩
C_2453,夏雨认为夏雪和刘星害怕自己的礼物会被比下去
C_2454,刘星笑着说老白薯家族的命运要被改变了
C_2455,刘星搞砸了烤红薯姥姥看见急忙帮忙
C_2456,夏雨制作手工作业被刘梅夸赞
C_2457,夏雨与刘星谈论夏东海的影碟机
C_2458,一家人其乐融融谈论父亲节送的礼物
C_2459,一家人寻找礼物问题的关键
C_2460,夏东海让孩子们悟出了不能用歪门邪道解决问题的道理
C_2461,曹操嘲讽的话让下士十分的恼怒却无可奈何
C_2462,曹操十分的自信，他有把握刺杀董卓，并把他的脑袋放在长乐门前
C_2463,王允听到曹操的嘲讽后，十分气愤的让手下把他叉下去
C_2464,曹操在得知王允钱来谢罪的时候，十分的不可思议且疑惑
C_2465,曹操同意了前去相府中等候，但开心到要拿两壶好酒来
C_2466,在王允向曹操询问是否有诛贼妙计后，曹操十分肯定的答到当然
C_2467,曹操在被询问到无法保全自己的性命时，泰然自若到愿意赴死
C_2468,曹操看到宝刀十分的质朴无华后，十分的惊讶和不解
C_2469,吕布被曹操恭维后，十分的开心与得以
C_2470,董卓对于放走了袁绍这件事，十分的后悔与恼怒
C_2471,曹操在行刺被发现后，十分的心虚并把宝刀赠与董卓
C_2472,孙坚在知道刘表十分的讲义气后，后悔到不该怀疑他的为人
C_2473,孙策对于自己的父亲战死这件事，无法接受，并且下定决心要找回父亲的尸首
C_2474,蔡瑁听到主公刘表后悔自己的所作所为后，善解人意的安慰道没有大碍
C_2475,刘表在听到九岁的孙权如此说法后，大为震惊
C_2476,王允在听到董卓大肆修建宫殿，淫乐后，十分的气愤和不屑
C_2477,张温听到董卓要杀自己后，内心十分的害怕
C_2478,王允在被董卓逼迫喝人血后，十分的气愤和无助，大骂董卓
C_2479,王允在听到小女貂蝉与吕布相交甚好后大为震惊
C_2480,吕布十分诚恳的请求王允讲貂蝉许配给自己
C_2481,吕布对于王允的生米煮成熟饭的建议表示赞同
C_2482,天子听到曹操发怒后，十分的害怕，怕殃及到自己的性命
C_2483,荀彧和程普谈及董卓之事，曹操听了以后十分的满意
C_2484,曹操听到程昱分析如果不拿下徐州的后果后，十分的担忧
C_2485,曹操对于自己的两个军师荀彧和程昱十分的满意，开心
C_2486,曹操听到刘备要杀自己，十分的不屑并且威胁到让刘备投降
C_2487,曹操对于袁绍偷袭自己的方案不屑一顾，十分看不起袁绍
C_2488,许攸对于袁绍因为自己的儿子生病而不发兵，感觉十分的无奈
C_2489,关羽对于主公刘备能不能坚守数日，表示怀疑
C_2490,关羽对于孙乾不让自己出兵的建议十分的生气与着急
C_2491,张飞听到袁绍因为儿子错失战机，痛骂袁绍是个庸主
C_2492,张飞对于刘备赞同自己的建议十分的开心
C_2493,曹操对曹仁不理解自己的良苦用心感到无奈
C_2494,曹仁听到曹操的计谋后恍然大悟
C_2495,刘备看到曹操的哨骑打瞌睡后，放下了戒备认为曹军疲惫不堪
C_2496,关羽对于曹操万般理由不见自己这件事十分的气愤但无可奈何
C_2497,关羽决定留下一封书信，然后离开，内心十分坚定
C_2498,关羽听到曹操前来送自己走，十分的震惊
C_2499,荀彧对于曹操的这般行为十分的不解，内心充满了疑惑
C_2500,关羽对于守将明知会死但不退让的行为表示敬佩
C_2501,关羽对于和尚的帮助充满了感激，内心十分的激动
C_2502,关羽对于放大话的夏侯惇表示不屑一顾，并没有丝毫的害怕
C_2503,关羽对于看不起自己的夏侯惇十分的气愤，并决定一比高下
C_2504,夏侯惇听到曹操没有给过关文凭，不能杀关羽十分的气愤
C_2505,刘备对于新野城十分的满意，对于刘琦的帮助也心存感激
C_2506,许攸听到许褚看不起自己，气愤的说出自己的贡献和战绩
C_2507,曹操听到曹丕建议自己抓叛贼表示疑惑，并表示不支持这样做
C_2508,曹操听到荀彧的建议后，表示赞同，并且发出赞叹
C_2509,曹操听到许褚把许攸给杀了以后十分气愤，并表示要杀许褚斩首示众
C_2510,荀彧对于杀许攸这件事表示肯定，这令曹操大吃一惊
C_2511,许褚对于荀彧的解释恍然大悟，并对荀彧的求情表示感谢
C_2512,荀彧听到许褚想喝酒之后，十分的气愤，并啐了一口
C_2513,许褚听到荀彧说自己是曹操最喜欢的爱将十分的震惊
C_2514,许褚听到原因是曹操对自己抱以厚望后明白了丞相的良苦用心
C_2515,刘备对于蔡夫人的邀请多住几日，表示不愿意
C_2516,刘表听到刘备说自己的悲惨境地，内心十分的关心和悲伤
C_2517,刘表听到刘备暗示自己府中有内鬼后，大为的震惊
C_2518,刘备遇到徐庶后，听到他说自己的的卢马会防主后，表示疑惑
C_2519,刘备听到蔡瑁邀请自己去参加鸿门宴，表示怀疑
C_2520,赵云听到的卢马越过檀溪表示不相信，但蔡瑁十分的肯定说事实如此
C_2521,刘备看到水镜先生仅凭衣着就判断自己刚刚脱险大为震惊
C_2522,水镜先生听到刘备说刘表能中兴汉室后开怀大笑，表示刘备自己都不相信自己说的话
C_2523,刘备听到水镜先生分析刘表的境地后，表示敬佩
C_2524,刘备看到徐庶前来后，十分的震惊，并欣然邀请他做自己的军师
C_2525,刘备听到徐庶说自己相比于卧龙凤雏如繁星比皓月后，敬佩到谦虚
C_2526,刘备对于徐庶拒绝自己的邀请后，表示遗憾，但坚定的请徐庶帮助自己
C_2527,张飞和关羽听到徐庶说曹操30日后来犯，表示十分的不解
C_2528,徐庶对于关羽的看法进行了反对，并给出了自己的见解
C_2529,曹操对于曹丕对于战局的分析十分的肯定，并开心他有了长进
C_2530,曹操分析了刘表和刘备的情况，并对战场进行了布局
C_2531,曹仁自信的认为自己应当对于对手知己知彼，于是决定前去探查
C_2532,曹仁对于下属对自己的建议不屑一顾，认为自己天下无敌
C_2533,张飞和关羽认为徐庶不懂曹仁的阵法，忧心忡忡
C_2534,关羽对于徐庶只懂喝茶一事表示气愤
C_2535,赵云对于徐庶的差遣十分认可，直接前去完成军令
C_2536,关羽听到徐庶的计谋后，恍然大悟表示认可
C_2537,曹仁对于自己没有听从李典的话表示后悔，并气愤刘备破了自己的阵法
C_2538,曹仁对于李典的小心谨慎十分气愤，并认为他不适合打仗
C_2539,关羽在第一次胜仗后改变了对徐庶的看法，内心对他有了尊敬
C_2540,曹仁看到关羽不把自己放在眼里，十分的气愤
C_2541,徐庶对于刘备给了自己极高的赞誉后，谦虚的认为自己配不上这样的称呼
C_2542,刘备在第一场胜仗后，十分感激徐庶对于自己的辅佐
C_2543,李典痛诉到，自己无法劝阻住冲动的曹仁，十分的无奈
C_2544,曹操对于败仗不在意，但他对于阵法被刘备所破一事，十分的怀疑
C_2545,刘备对于要走的徐庶恋恋不舍，十分舍不得徐庶离开
C_2546,刘备对于徐庶的建议表示十分的感兴趣
C_2547,刘备对于诸葛亮的发言，表示赞叹，内心十分的敬佩
C_2548,曹仁对于终于到来的徐庶十分的激动，内心欣喜
C_2549,曹操看到徐庶前来十分的开心，内心难掩激动
C_2550,徐庶的母亲看到徐庶前来，得知徐庶中了奸计，十分的恼怒
C_2551,关羽对于张飞的通俗的解释开怀大笑
C_2552,张飞对于听歌入迷的大哥刘备，笑话到不要听歌听傻了
C_2553,刘备听到张飞关羽议论诸葛亮的名号十分的气愤，命令他们闭嘴
C_2554,张飞对于诸葛亮故意不见大哥刘备这件事十分的气愤
C_2555,刘备对于云游之人的饮茶邀请乐意至极，内心欣喜
C_2556,关羽对于刘备要去饮茶之事显得十分的无奈
C_2557,先生对于刘备要拯救乱世中兴汉室的抱负，十分的敬佩
C_2558,张飞对于谈话的文学家打内心看不起
C_2559,刘备担忧素未谋面的诸葛亮的安危，孙乾对此表示十分的疑惑
C_2560,关羽对于刘备如此着急的要去拜见诸葛亮表示十分的不解
C_2561,刘备听到张飞将诸葛亮与狍子相比，十分的气愤
C_2562,关羽和张飞听到刘备让自己非去不可，表示不可理解
C_2563,张飞对于诸葛亮不来迎接自己兄弟三人，十分的恼怒
C_2564,刘备发现自己拜见成了诸葛均后，十分的惊讶
C_2565,关羽得知诸葛亮依旧没有接见大哥刘备后，十分的气愤
C_2566,张飞看到刘备见谁都行大礼，十分的疑惑并问道是不是着了魔了
C_2567,刘备对于关羽形容诸葛亮不是个贤士后，也对他产生了怀疑
C_2568,刘备得知蔡瑁不给自己的军队播粮草后，十分的气愤但无可奈何
C_2569,刘备得知刘表病重后理解到了这是逼自己离开荆州，但认为不是刘表的意思
C_2570,刘备听到张飞怀疑刘表装病后，怒斥张飞不要怀疑别人
C_2571,刘备听到关羽建议转移军队，认为不要着急，等等再说
C_2572,张飞听到刘备要等孔明，十分惊讶
C_2573,张飞决定自己要去捆来孔明，刘备十分气愤让他不要去了
C_2574,刘备告诫张飞不要失礼，关于听到张飞说自己讲道理后，嘲笑道张飞是最讲道理的
C_2575,刘备坚持到要诚信的拜访决定步行数里前去，关羽张飞十分的不解
C_2576,刘备不同意让张飞关羽见诸葛亮，着急到让他俩在外等候
C_2577,刘备看到张飞十分无礼的对待书童后，气愤的阻止
C_2578,刘备对于关羽张飞的承诺十分的不放心不相信
C_2579,张飞得知孔明还没睡醒，十分的恼怒
C_2580,刘备得知是张飞放的火后，十分气愤，让他跪下谢罪
C_2581,关羽对于诸葛亮的恭维，内心十分的开心
C_2582,刘备听到诸葛亮的见解后，内心十分的敬佩
C_2583,刘备得知诸葛亮要自己夺得荆州，但内心十分的纠结不忍夺得荆州
C_2584,诸葛亮面对苦苦哀求自己的刘备，难以决断是否出山
C_2585,刘备和诸葛亮听到张飞的话后，开怀大笑
C_2586,孙策死前托志给孙权，孙权担心自己难当大任
C_2587,孙权听到孙策给自己的建议后，内心十分痛苦，但还是接下了大任
C_2588,程普听到要辅佐孙权后，决定要好好的辅佐少公子
C_2589,大乔看到孙策伤势越发加重，十分的痛苦与悲伤
C_2590,孙策让大乔改嫁，但大乔坚决的说绝对不会这样做
C_2591,大乔听到不让自己守灵的建议，十分的气愤认为自己应当守灵
C_2592,周瑜听到孙权要把主公位置给自己，十分的惊讶并表示绝对不会接受
C_2593,孙权母亲希望周瑜承担此大任，但周瑜依旧坚定的拒绝了这个请求
C_2594,周瑜对于孙权为何要把主公之位让给自己表示十分的疑惑
C_2595,周瑜听到孙权的母亲解释原因后，恍然大悟，并决定好好辅佐孙权
C_2596,张飞对于刘备十分敬重孔明忽略自己兄弟二人，十分的生气
C_2597,关羽听到张飞要去收拾孔明，连忙制止
C_2598,孙乾听到张飞关羽拒绝迎敌，无可奈何
C_2599,刘备对于不讲道理的张飞，无可奈何
C_2600,刘备对于两兄弟的抱怨，无奈但也心有愧疚
C_2601,刘备听到诸葛亮借用兵符的请求，毫不犹豫的答应了
C_2602,关羽对于诸葛亮打心里瞧不起，不屑于被他指挥作战
C_2603,关羽听到诸葛亮镇守城关，心里十分气愤
C_2604,刘备对于诸葛亮是否有把握表示怀疑，然后听了解释后恍然大悟
C_2605,刘备听到诸葛亮要提前备好庆功宴内心稍有担忧
C_2606,刘备对于刘琦的请求，十分担忧，并决定前去帮助
C_2607,诸葛亮对于刘琦的请求，坚决的拒绝
C_2608,刘琦听到诸葛亮同意帮助自己后，内心欣喜
C_2609,关羽张飞首战归来后，对诸葛亮的态度大变，内心有了尊敬
C_2610,张飞对于之前不尊重诸葛亮之事表示十分的后悔，心有歉意
C_2611,刘备听到诸葛亮让自己夺取荆州，十分的纠结
C_2612,诸葛亮看到刘备不愿夺取荆州后，既无奈又敬佩刘备的仁义
C_2613,刘备的坚决态度，让诸葛亮对刘备的敬佩之心重了许多
C_2614,诸葛亮看到刘备在刘表死后还不取荆州十分的无奈
C_2615,刘表决定要把荆州托付给刘备，刘备坚决拒绝，并表示会辅助刘琦
C_2616,诸葛亮听到刘备还是决绝荆州后，十分的无奈
C_2617,刘备看到诸葛亮自信会让曹操痛败，十分的开心
C_2618,刘备听到诸葛亮的布阵后，十分惊讶和欣喜
C_2619,诸葛亮看到刘备做出这样不抛弃百姓的决定后，心中充满了敬佩
C_2620,荀彧对于曹操封蔡瑁为水军大都督十分的不解
C_2621,刘琮对于蔡瑁的威胁十分的害怕，于是请求曹操的帮助
C_2622,曹操看到曹仁又一次战败后，十分的气愤
C_2623,曹操面对请命的曹仁，坚决的拒绝了，自信道有别的办法
C_2624,诸葛亮看到刘备绝不弃民逃生后，十分惭愧自己的建议
C_2625,关羽得意到自己的大哥充满了仁义之心，并接受了诸葛亮的道歉
C_2626,关羽对于诸葛亮的计谋表示敬佩
C_2627,关于愿意相信诸葛亮的妙计，于是十分肯定的前去执行了
C_2628,赵云对于前来堵截自己的曹军将领十分不屑，内心看不起
C_2629,刘备看到张飞他们相信赵云投敌，气愤的吼道不可能
C_2630,糜夫人面对前来救驾的赵云，表示愿意自己赴死换阿斗的活
C_2631,曹操看到万军丛中的赵云，十分喜爱
C_2632,曹操决定要活捉赵云，下令不允许伤害他，内心充满了喜爱
C_2633,曹操看到前来堵截的张飞，回忆起关羽的话，心中多了几分顾虑
C_2634,诸葛亮听到张飞断桥后，嘲笑道有勇无谋
C_2635,张飞听到诸葛亮的解释后，恍然大悟
C_2636,刘备面对绝境的时候，坦然自若，诸葛亮坚信曹操会杀掉刘备
C_2637,刘琦对于诸葛亮的帮助十分的感谢，内心充满了感激
C_2638,诸葛亮对于面临的山穷水尽的境地，十分有信心的认为能够成就千秋霸业
C_2639,鲁肃对于刘琦的质疑，泰然自若的解释其中的原因
C_2640,诸葛亮对于鲁肃的直言以及不加隐瞒的说出真实的想法表示敬佩
C_2641,刘备对于鲁肃的质疑，十分的不好意思，感觉到内心的愧疚
C_2642,刘备对于鲁肃的建议表示十分的支持，并且表达了自己的敬佩之情
C_2643,鲁肃对于顺流而下的讨伐之书表示十分的担忧，心中很慌乱
C_2644,孙权对于所有人都主降，而鲁肃不表态，这个行为十分的气愤
C_2645,孙权听完鲁肃的建议后，突然明白了曹操的奸计所在，内心十分的痛苦
C_2646,诸葛亮面对鲁肃的夸奖，十分开心的开怀大笑
C_2647,诸葛亮的一番嘲讽，令江东百官十分的不爽，感到很气愤
C_2648,诸葛亮对于沽名钓誉之辈直言表示到自己的不屑与嘲笑
C_2649,诸葛亮对于别人列举自己的败仗毫不在意，并感觉很可笑
C_2650,诸葛亮见到黄盖后，直言表示了自己对于黄盖的敬佩之情
C_2651,孙权听到诸葛亮看不起曹操的军队后，感到十分的不可思议
C_2652,孙权听到曹操要取江东后，让诸葛亮直言自己投降还是打仗
C_2653,诸葛亮听到孙权将自己与主公刘备相比，直言道两人本质的不同
C_2654,鲁肃听到诸葛亮的不屑后，十分的生气，诸葛亮则认为没有必要
C_2655,孙权听到孔明心中有破敌良策后回忆道自己被激将法了
C_2656,孙权面对母亲的疑问，突然明白，要去询问周瑜来替自己一决
C_2657,周瑜面对吕蒙的死战不降的建议表示理解，并同意向主公觐见
C_2658,鲁肃对于诸葛亮的出尔反尔表示疑问
C_2659,鲁肃对于诸葛亮知道小乔是周瑜之妻这件事表示用心不善
C_2660,诸葛亮对于周瑜的戏弄，十分的气愤，于是故意气了周瑜一顿
C_2661,毛豆豆和余味因为争夺同一碗牛肉面起了争执，毛豆豆因为余味的不礼貌而感到厌恶
C_2662,毛豆豆和余味因相亲见面后毛豆豆用余味忘记付牛肉面的钱来挑刺，心感不屑
C_2663,毛豆豆和余味在算牛肉面的钱的时候遇见了毛豆豆的前男友李若秋，两人装作是情侣，异常尴尬
C_2664,毛豆豆刺激李若秋，让李若秋吃醋，毛豆豆的虚荣心得到了极大的满足
C_2665,李若秋让毛豆豆不要着急找男朋友，等自己从美国回来，毛豆豆对此非常不屑
C_2666,事后毛豆豆对余味的配合表示感谢，余味对她叙述自己的尴尬，毛豆豆对余味的厌恶减轻
C_2667,毛豆豆和母亲讨论相亲的事情，母亲提起李若秋并表示担心
C_2668,毛豆豆向母亲表明了自己对余味的不满，并声称要找婚介公司的老板
C_2669,毛峰向毛豆豆询问她对秦素素的看法，毛豆豆不看好秦素素，毛峰坚持自己喜欢
C_2670,毛建华想跟毛豆豆一起去相亲，表示了自己对毛豆豆的婚姻的担忧
C_2671,毛豆豆和余味在相亲时相遇，毛豆豆说出了余味的相亲对象不适合作为结婚对象，此时毛豆豆对余味并不厌恶
C_2672,余味对毛豆豆提出建议，认为毛豆豆短发更清爽，两人之间的隔阂逐渐消失
C_2673,毛豆豆的同时问毛豆豆相亲情况时，毛豆豆笑了一下后说就这样吧，此时毛豆豆已经对余味有一定的好感
C_2674,毛豆豆照顾一个病人小女孩优优时了解到优优家里的情况并表示同情
C_2675,毛豆豆以毛峰知道秦素素在夜总会唱歌却不告知家里感到气愤，毛峰感到厌烦
C_2676,秦素素表示了对毛豆豆照顾优优的感激，毛豆豆碍于毛峰的面子对秦素素提出照顾孩子的建议，心中略存不满
C_2677,秦素素了解到毛豆豆还单身后提出给她介绍自己的老同学，毛豆豆感到尴尬的同时又不好拒绝
C_2678,秦素素给自己的老同学余味介绍对象，两人相谈甚欢，心中都很高兴
C_2679,秦素素说明了对象是自己男朋友的姐姐，余味对她表示了祝贺，同时意识到年龄的不对等，秦素素窘迫地表明自己男朋友比自己小
C_2680,毛豆豆和余味相亲三次都能碰见，认为这就是缘分，两人都对对方有好感
C_2681,余好认为毛豆豆时自己哥哥找来的妓，毛豆豆对此感到气愤
C_2682,余味向毛豆豆坦白妹妹只是问题之一，自己的父母也有问题，余味此时感到愧疚
C_2683,余味说明了自己父母离异的事实，毛豆豆对此并没有太大的排斥
C_2684,余味向毛豆豆询问是否愿意跟自己先维持关系，毛豆豆给出了肯定，此时毛豆豆和余味的心里都是激动且兴奋的
C_2685,毛豆豆对父母说明了情况，并显得比较兴奋，毛建华则有些担忧
C_2686,余味对父亲说明母亲想让他陪自己去见女朋友毛豆豆，姚静提出自己不去，省的曹心梅骂自己，余洪水显得很忧虑
C_2687,曹心梅向儿子询问姚静是否跟随，余味否定，曹心梅依然对自己因姚静而与余洪水离婚感到不满
C_2688,余味对母亲肯定了自己的相亲对象，母亲对此表示开心
C_2689,毛豆豆害怕余洪水看不上自己，余味对毛豆豆保证不会的，两人感情逐渐升温
C_2690,余味没想到姚静会来，感到略微吃惊的同时气氛也有微妙的改变
C_2691,曹心梅与姚静见面就开始针锋相对，两人都开始心生不满
C_2692,曹心梅以妖精暗指姚静，两人的矛盾逐渐激烈
C_2693,姚静说出自己是余味的母亲，曹心梅顿感生气，两人的矛盾达到顶峰
C_2694,俩人因为形象问题争论起来，曹心梅以此讽刺姚静插足，俩人的愤怒都溢于言表
C_2695,两人终于打起来了，曹心梅不小心磕掉了牙，曹心梅对儿子抱怨自己的不满
C_2696,余洪水指责姚静，担忧毛豆豆会被吓走，心中对姚静很不满
C_2697,毛豆豆向曹心梅推荐自己的医院，曹心梅对毛豆豆的好感提升
C_2698,曹心梅向毛豆豆说明自己只是气上头了，对毛豆豆感到舒适
C_2699,曹心梅对毛豆豆指责姚静的歹毒，心中依然对姚静心存不满
C_2700,余味提出要见毛豆豆的家人，毛豆豆笑着回答考虑考虑，俩人的感情逐渐升温
C_2701,余味把自己的房子改成毛峰结婚用的婚房，毛豆豆知道后感到生气
C_2702,毛豆豆母亲知道余味的做法后也感到生气，余味感到很愧疚
C_2703,余味坦白是秦素素找自己借的房子，毛建华此时很冷静，余味也对自己的做法感到自责
C_2704,余味声称自己想讨好毛豆豆，毛建华夫妇对他的住处感到担忧，此时双方已经能够互相理解
C_2705,毛豆豆母亲提出让余味来毛豆豆家里吃饭，余味表示自己会对毛豆豆好的，双方已经化干帛为玉锦
C_2706,毛建华夫妇指责对李若秋的不满，同时权衡了余味的能力，对余味持有好感
C_2707,毛建华夫妇给秦素素送了一只耳环，秦素素表示了感谢，心中大为兴奋
C_2708,毛豆豆母亲对毛豆豆指出了余味的贫穷，毛豆豆不觉得这是个问题，心中略感积极
C_2709,毛豆豆对母亲说自己对余味的看好，充满了对和余味的婚后生活的向往
C_2710,毛豆豆的母亲认为未来不会像毛豆豆的想法那样美好，充满了对毛豆豆的担忧
C_2711,余味在毛豆豆家里蒸馒头，一家人对此赞不绝口，愉悦之情溢于言表
C_2712,余味想让毛豆豆帮自己给毛建华夫妇红包，毛豆豆拒绝了，俩人的心意浮于脸上
C_2713,毛峰与朋友讨论自己结婚时的冲动，此时毛峰已经有些许后悔
C_2714,毛峰逃婚后秦素素感到很伤心，决定单独去找他，毛豆豆的母亲也为此担忧
C_2715,秦素素走之前把优优交给了毛豆豆的母亲，此时可见秦素素对优优还是担心的
C_2716,曹心梅知道毛峰逃婚后对毛豆豆的人品产生了怀疑，余味对此感到生气
C_2717,余味对母亲保证自己会吸取教训，曹心梅对儿子的担心可见一斑
C_2718,毛豆豆向余味抱怨毛峰的行为，言语中无一不是对毛峰的不满
C_2719,毛豆豆母亲认为毛峰不会跟自己好了，毛豆豆认为过好自己的生活就行了
C_2720,曹心梅在医院听到冒顿都说自己对她好的话感到很高兴
C_2721,曹心梅因为自己给杨叔叔吃错药了而毛豆豆及时采取了措施而对毛豆豆感到更加放心
C_2722,曹心梅认为儿子的媳妇找到了，由此可见曹心梅对毛豆豆的信任
C_2723,毛豆豆的同事让毛豆豆告诉余味一家自己因为他们失去了工作被毛豆豆拒绝了，毛豆豆因此感到有些压抑
C_2724,毛豆豆嘱咐白雪不要告诉自己的父母自己失业的事情，言语中充满了对父母的关怀
C_2725,白雪提议让毛豆豆去当月嫂，毛豆豆对此充满了期望
C_2726,余味得知了毛豆豆当了月嫂后，心疼毛豆豆的辛苦，此时余味对毛豆豆的关怀溢于言表
C_2727,余味和毛豆豆认为应该让曹心梅知道毛豆豆因为她丢了工作，两人此时都很高兴
C_2728,毛峰回来后对毛豆豆承认自己的错误，毛豆豆则在抱怨毛峰，依然可以看出毛豆豆对毛峰的关怀
C_2729,毛豆豆得知毛峰喜欢上了另一个女人龙瑾后感到很气愤
C_2730,余味认为毛峰没有责任心，毛峰声称自己已经不爱秦素素了，并对此不感到愧疚
C_2731,毛峰认为自己敢于离开秦素素是有责任的体现
C_2732,秦素素回到毛豆豆的家里后，毛豆豆一家都觉得对不起她
C_2733,秦素素得知毛峰回来后很激动，以为自己的未来有了期望
C_2734,秦素素想直接找毛峰，毛豆豆极力劝阻，但无济于事
C_2735,毛豆豆见到跑出来的毛峰后先让毛峰回家，可见她对弟弟还是爱护的
C_2736,秦素素对于毛豆豆支持自己表示感动，秦素素心情很激动
C_2737,毛建华夫妇与毛峰起了争执，双方都很愤怒
C_2738,毛豆豆给秦素素做心里工作，俩人都很焦急
C_2739,秦素素说起自己想去广东的夜总会工作，言语中已经开始放弃毛峰了
C_2740,秦素素对毛豆豆抱怨男人，毛豆豆想尽力安慰秦素素，两人都很无奈
C_2741,秦素素说自己有一个条件，毛建华夫妇表示是他们对不起秦素素，心里满是歉意
C_2742,毛豆豆接受照顾优优，想替毛峰代过
C_2743,毛豆豆的母亲送给秦素素一个金镜子，秦素素很感动
C_2744,毛峰打算用姐姐去威胁余味，余味感到很气愤
C_2745,秦素素想把毛豆豆母亲给她的耳环还回去，毛豆豆拒绝
C_2746,两个婆婆给毛豆豆送了点礼物，毛豆豆收下后很开心
C_2747,毛豆豆认为两个婆婆都对自己很好，心情很愉悦
C_2748,毛建华让女儿说话甜一点，对女儿的婚事很看好
C_2749,余味安慰母亲，说自己会让毛豆豆对她好的，心中对未来一片希翼
C_2750,余味和母亲唠嗑，聊起了余洪水，曹心梅心生略许不满
C_2751,曹心梅对着儿子骂余洪水，心中舒畅起来
C_2752,毛豆豆一家去余洪水家里做客，带过去了一个咖啡机，双方都很高兴
C_2753,余洪水兴奋之余用自己的咖啡机磨咖啡，姚静感到不合适，余洪水意识到后感到歉意
C_2754,毛豆豆一家对龙瑾很不满，同时也对毛峰很不满，指责毛峰
C_2755,毛峰认为龙瑾带了不少礼物，毛豆豆指责毛峰“有钱了不起吗”
C_2756,毛建华表明是龙瑾拆散了毛峰与秦素素，龙瑾不以为然
C_2757,毛豆豆一家冷落龙瑾，一起出门，对龙瑾的不满溢于言表
C_2758,龙瑾对毛峰表明自己对毛豆豆一家的不满，很气愤
C_2759,曹心梅得知毛豆豆一家先去余洪水那里后很生气，毛豆豆和余味也为此感到焦虑
C_2760,曹心梅要跟毛建华夫妇谈论余味和毛豆豆的婚事，毛豆豆对此感到震惊
C_2761,余味到毛豆豆家做饭来讨好毛建华夫妇，毛建华夫妇认为他比李若秋好
C_2762,毛建华和余味谈论李若秋，余味指责李若秋看不见毛豆豆的好，心中是对李若秋的不屑
C_2763,曹心梅对王盛红送她的礼物表示不满，认为是早市买的，心中有些许嫌弃
C_2764,曹心梅对儿子说明了自己对毛豆豆一家先去余洪水家的不满，心中较为气愤
C_2765,余味对曹心梅说毛豆豆支持他们主办婚礼，曹心梅心中略感平衡
C_2766,曹心梅用自己镶牙的费用想让毛豆豆把资金管理交给余味，心中的算计浮出水面
C_2767,曹心梅与杨叔叔讨论去吃饭的事情，曹心梅担心自己在姚静面前栽面子
C_2768,姚静提出让毛豆豆去她的公司上班，余味稍感犹豫
C_2769,毛建华夫妇想知道曹心梅送给毛豆豆的玉镯的价格，对曹心梅的心意感到满意
C_2770,毛建华对曹心梅出手的大方感到满意，心中愉悦
C_2771,曹心梅对于自己能否要到钱不感消极，心中很亢奋
C_2772,毛豆豆向余味打听曹心梅与杨叔叔的关系，余味表示不错，毛豆豆感到高兴
C_2773,毛豆豆和余味担心曹心梅与姚静打起来，俩人心中都感到担忧
C_2774,曹心梅指出姚静有钱，为后续让她出钱做铺垫
C_2775,毛豆豆担心曹心梅和姚静在自己婚礼上吵起来，心中感到担心
C_2776,王盛红对即将出嫁的女儿感到担忧
C_2777,王盛红嘱咐余味要对毛豆豆好，心中对余味满是欢喜
C_2778,王盛红告诉余味随时到他们家来，俩人心中都是高兴
C_2779,毛豆豆得知婚车一小时七百后指责余味花钱厉害，心中满是心痛
C_2780,毛豆豆和余味协商由余味出面跟家长商量，余味满脸对毛豆豆的宠溺
C_2781,姚静对余味和毛豆豆跑到山东结婚感到不满，心中生气
C_2782,余味带着毛豆豆见了余味的奶奶，三人都很高兴
C_2783,余洪水夫妇跟毛建华夫妇见面，都表示支持孩子的行为
